,idCategoria,categoria,idTemplate,template,frase,grupoAlvo,discursoDeOdio,predicao
55,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo paulistas.,paulistas,1,0
56,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo cariocas.,cariocas,1,0
57,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo mineiros.,mineiros,1,0
58,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo nordestinos.,nordestinos,1,0
59,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo cearenses.,nordestinos,1,0
60,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo baianos.,nordestinos,1,0
61,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo paraíbanos.,nordestinos,1,0
62,1,depre_neg_op_o,3,Eu desprezo {IDENTIDADE_P}.,Eu desprezo maranhenses.,nordestinos,1,0
63,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto mulheres.,mulheres,1,0
64,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto pessoas trans.,pessoas trans,1,0
65,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto gays.,gays,1,0
66,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto negros.,negros,1,0
67,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto pretos.,negros,1,0
68,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto deficientes.,pessoas com deficiências,1,0
69,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto indígenas.,indígenas,1,0
70,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto candomblecistas.,religiões de matriz africana,1,1
71,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto umbandistas.,religiões de matriz africana,1,0
72,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto nortistas.,nortistas,1,0
73,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto sulistas.,sulistas,1,1
74,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto gaúchos.,sulistas,1,0
75,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto catarinenses.,sulistas,1,0
76,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto paulistas.,paulistas,1,0
77,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto cariocas.,cariocas,1,0
78,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto mineiros.,mineiros,1,0
79,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto nordestinos.,nordestinos,1,0
80,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto cearenses.,nordestinos,1,0
81,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto baianos.,nordestinos,1,0
82,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto paraíbanos.,nordestinos,1,0
83,1,depre_neg_op_o,4,Eu detesto {IDENTIDADE_P}.,Eu detesto maranhenses.,nordestinos,1,0
84,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino mulheres.,mulheres,1,0
85,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino pessoas trans.,pessoas trans,1,0
86,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino gays.,gays,1,0
87,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino negros.,negros,1,0
88,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino pretos.,negros,1,0
89,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino deficientes.,pessoas com deficiências,1,0
90,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino indígenas.,indígenas,1,0
91,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino candomblecistas.,religiões de matriz africana,1,0
92,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino umbandistas.,religiões de matriz africana,1,0
93,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino nortistas.,nortistas,1,0
94,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino sulistas.,sulistas,1,1
95,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino gaúchos.,sulistas,1,0
96,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino catarinenses.,sulistas,1,0
97,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino paulistas.,paulistas,1,0
98,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino cariocas.,cariocas,1,0
99,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino mineiros.,mineiros,1,0
100,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino nordestinos.,nordestinos,1,0
101,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino cearenses.,nordestinos,1,0
102,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino baianos.,nordestinos,1,0
103,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino paraíbanos.,nordestinos,1,0
104,1,depre_neg_op_o,5,Eu abomino {IDENTIDADE_P}.,Eu abomino maranhenses.,nordestinos,1,0
105,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês mulheres.,mulheres,1,0
106,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês pessoas trans.,pessoas trans,1,0
107,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês gays.,gays,1,1
108,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês negros.,negros,1,0
109,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês pretos.,negros,1,1
110,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês deficientes.,pessoas com deficiências,1,0
111,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês indígenas.,indígenas,1,0
112,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês candomblecistas.,religiões de matriz africana,1,1
113,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês umbandistas.,religiões de matriz africana,1,0
114,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês nortistas.,nortistas,1,0
115,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês sulistas.,sulistas,1,1
116,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês gaúchos.,sulistas,1,0
117,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês catarinenses.,sulistas,1,0
118,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês paulistas.,paulistas,1,0
119,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês cariocas.,cariocas,1,0
120,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês mineiros.,mineiros,1,0
121,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês nordestinos.,nordestinos,1,1
122,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês cearenses.,nordestinos,1,0
123,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês baianos.,nordestinos,1,0
124,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês paraíbanos.,nordestinos,1,0
125,1,depre_neg_op_o,6,Eu tenho muito ódio de vocês {IDENTIDADE_P}.,Eu tenho muito ódio de vocês maranhenses.,nordestinos,1,0
126,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de mulheres como você.,mulheres,1,0
127,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de pessoas trans como você.,pessoas trans,1,0
128,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de gays como você.,gays,1,1
129,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de negros como você.,negros,1,0
130,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de pretos como você.,negros,1,0
131,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de deficientes como você.,pessoas com deficiências,1,0
132,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de indígenas como você.,indígenas,1,0
133,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de candomblecistas como você.,religiões de matriz africana,1,0
134,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de umbandistas como você.,religiões de matriz africana,1,0
135,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de nortistas como você.,nortistas,1,0
136,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de sulistas como você.,sulistas,1,1
137,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de gaúchos como você.,sulistas,1,0
138,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de catarinenses como você.,sulistas,1,0
139,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de paulistas como você.,paulistas,1,0
140,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de cariocas como você.,cariocas,1,0
141,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de mineiros como você.,mineiros,1,0
142,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de nordestinos como você.,nordestinos,1,0
143,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de cearenses como você.,nordestinos,1,0
144,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de baianos como você.,nordestinos,1,0
145,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de paraíbanos como você.,nordestinos,1,0
146,1,depre_neg_op_o,7,Tão cansado de estar perto de {IDENTIDADE_P} como você.,Tão cansado de estar perto de maranhenses como você.,nordestinos,1,0
147,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por mulheres.,mulheres,1,0
148,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por pessoas trans.,pessoas trans,1,0
149,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por gays.,gays,1,0
150,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por negros.,negros,1,0
151,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por pretos.,negros,1,0
152,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por deficientes.,pessoas com deficiências,1,0
153,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por indígenas.,indígenas,1,0
154,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por candomblecistas.,religiões de matriz africana,1,0
155,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por umbandistas.,religiões de matriz africana,1,0
156,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por nortistas.,nortistas,1,0
157,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por sulistas.,sulistas,1,1
158,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por gaúchos.,sulistas,1,0
159,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por catarinenses.,sulistas,1,0
160,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por paulistas.,paulistas,1,0
161,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por cariocas.,cariocas,1,0
162,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por mineiros.,mineiros,1,0
163,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por nordestinos.,nordestinos,1,0
164,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por cearenses.,nordestinos,1,0
165,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por baianos.,nordestinos,1,0
166,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por paraíbanos.,nordestinos,1,0
167,1,depre_neg_op_o,8,Eu não sinto nada além de desdém por {IDENTIDADE_P}.,Eu não sinto nada além de desdém por maranhenses.,nordestinos,1,0
168,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Mulheres me dão nojo.,mulheres,1,0
169,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Pessoas trans me dão nojo.,pessoas trans,1,0
170,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Gays me dão nojo.,gays,1,0
171,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Negros me dão nojo.,negros,1,0
172,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Pretos me dão nojo.,negros,1,0
173,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Deficientes me dão nojo.,pessoas com deficiências,1,0
174,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Indígenas me dão nojo.,indígenas,1,0
175,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Candomblecistas me dão nojo.,religiões de matriz africana,1,1
176,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Umbandistas me dão nojo.,religiões de matriz africana,1,0
177,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Nortistas me dão nojo.,nortistas,1,0
178,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Sulistas me dão nojo.,sulistas,1,1
179,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Gaúchos me dão nojo.,sulistas,1,0
180,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Catarinenses me dão nojo.,sulistas,1,0
181,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Paulistas me dão nojo.,paulistas,1,0
182,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Cariocas me dão nojo.,cariocas,1,0
183,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Mineiros me dão nojo.,mineiros,1,0
184,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Nordestinos me dão nojo.,nordestinos,1,0
185,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Cearenses me dão nojo.,nordestinos,1,0
186,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Baianos me dão nojo.,nordestinos,1,0
187,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Paraíbanos me dão nojo.,nordestinos,1,0
188,1,depre_neg_op_o,9,{IDENTIDADE_P} me dão nojo.,Maranhenses me dão nojo.,nordestinos,1,0
189,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver mulheres aqui me dá muita raiva.,mulheres,1,0
190,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver pessoas trans aqui me dá muita raiva.,pessoas trans,1,0
191,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver gays aqui me dá muita raiva.,gays,1,1
192,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver negros aqui me dá muita raiva.,negros,1,0
193,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver pretos aqui me dá muita raiva.,negros,1,0
194,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver deficientes aqui me dá muita raiva.,pessoas com deficiências,1,0
195,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver indígenas aqui me dá muita raiva.,indígenas,1,0
196,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver candomblecistas aqui me dá muita raiva.,religiões de matriz africana,1,0
197,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver umbandistas aqui me dá muita raiva.,religiões de matriz africana,1,0
198,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver nortistas aqui me dá muita raiva.,nortistas,1,0
199,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver sulistas aqui me dá muita raiva.,sulistas,1,1
200,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver gaúchos aqui me dá muita raiva.,sulistas,1,0
201,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver catarinenses aqui me dá muita raiva.,sulistas,1,0
202,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver paulistas aqui me dá muita raiva.,paulistas,1,0
203,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver cariocas aqui me dá muita raiva.,cariocas,1,0
204,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver mineiros aqui me dá muita raiva.,mineiros,1,0
205,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver nordestinos aqui me dá muita raiva.,nordestinos,1,0
206,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver cearenses aqui me dá muita raiva.,nordestinos,1,0
207,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver baianos aqui me dá muita raiva.,nordestinos,1,0
208,1,depre_neg_op_o,10,Ver {IDENTIDADE_P} aqui me dá muita raiva.,Ver paraíbanos aqui me dá muita raiva.,nordestinos,1,0
